usage_id,customer_id,date,active_users,key_actions,logins,features_used
USG-d38d9cbe,CUST-3abdec45,2025-07-01,47,944,472,3
USG-456f82fe,CUST-3abdec45,2025-08-01,55,1114,557,3
USG-266d8906,CUST-3abdec45,2025-09-01,48,2405,481,4
USG-b5f16632,CUST-3abdec45,2025-10-01,43,2195,439,3
USG-433c3b31,CUST-3abdec45,2025-11-01,47,1892,473,9
USG-82884746,CUST-3abdec45,2025-12-01,39,1950,390,5
USG-c85e8f9e,CUST-3abdec45,2026-01-01,46,464,464,2
USG-5384a785,CUST-3abdec45,2026-02-01,53,2675,535,1
USG-d2f3bee1,CUST-3abdec45,2026-03-01,43,866,433,4
USG-e7b405d5,CUST-3abdec45,2026-04-01,55,2775,555,1
USG-0099681e,CUST-0d86accb,2025-07-01,5,156,52,4
USG-2c8ff825,CUST-0d86accb,2025-08-01,4,88,44,6
USG-69a27d01,CUST-0d86accb,2025-09-01,5,255,51,7
USG-479a3b9d,CUST-0d86accb,2025-10-01,4,176,44,2
USG-8e03486c,CUST-0d86accb,2025-11-01,5,159,53,5
USG-570c4a97,CUST-0d86accb,2025-12-01,4,41,41,6
USG-4124d6e8,CUST-0d86accb,2026-01-01,4,82,41,7
USG-f0f17893,CUST-0d86accb,2026-02-01,3,148,37,8
USG-d146fc82,CUST-0d86accb,2026-03-01,5,208,52,3
USG-83b1c992,CUST-0d86accb,2026-04-01,4,45,45,6
USG-863faac8,CUST-baa1212a,2024-06-01,34,1038,346,10
USG-e5de7798,CUST-baa1212a,2024-07-01,40,404,404,10
USG-a2887a15,CUST-baa1212a,2024-08-01,42,2115,423,6
USG-1ee78d5b,CUST-baa1212a,2024-09-01,37,756,378,9
USG-8aee9042,CUST-baa1212a,2024-10-01,37,371,371,3
USG-67728e24,CUST-baa1212a,2024-11-01,46,1404,468,6
USG-b9dfc7f1,CUST-baa1212a,2024-12-01,42,856,428,9
USG-3a02d30f,CUST-baa1212a,2025-01-01,35,353,353,8
USG-0368e8ed,CUST-baa1212a,2025-02-01,38,1155,385,9
USG-9b78ae34,CUST-baa1212a,2025-03-01,33,672,336,7
USG-3d53cfdc,CUST-baa1212a,2025-04-01,34,1029,343,4
USG-ca172355,CUST-baa1212a,2025-05-01,46,1386,462,7
USG-c86b29fa,CUST-baa1212a,2025-06-01,38,1945,389,5
USG-4fba15d5,CUST-baa1212a,2025-07-01,35,1436,359,1
USG-08cdd9d8,CUST-baa1212a,2025-08-01,38,1920,384,1
USG-e6a5a221,CUST-baa1212a,2025-09-01,44,1335,445,2
USG-cb12eae6,CUST-baa1212a,2025-10-01,41,2095,419,10
USG-1e88eac7,CUST-baa1212a,2025-11-01,46,2305,461,9
USG-0ba39f5b,CUST-baa1212a,2025-12-01,32,1296,324,6
USG-a1e4eb19,CUST-baa1212a,2026-01-01,37,744,372,10
USG-c7110e5c,CUST-baa1212a,2026-02-01,42,1260,420,5
USG-fe411584,CUST-baa1212a,2026-03-01,32,987,329,10
USG-0eb1635a,CUST-baa1212a,2026-04-01,43,1311,437,4
USG-9c5c8481,CUST-31d76d39,2025-07-01,29,891,297,10
USG-fd84c1cb,CUST-31d76d39,2025-08-01,35,1795,359,4
USG-e87d7482,CUST-31d76d39,2025-09-01,35,1068,356,10
USG-7b124c44,CUST-31d76d39,2025-10-01,35,1400,350,8
USG-cfd21364,CUST-31d76d39,2025-11-01,34,1376,344,6
USG-e64dab86,CUST-31d76d39,2025-12-01,36,365,365,8
USG-9b577673,CUST-31d76d39,2026-01-01,28,855,285,5
USG-ee708c48,CUST-31d76d39,2026-02-01,38,1155,385,4
USG-7a9cc669,CUST-31d76d39,2026-03-01,37,1119,373,4
USG-3f62a57a,CUST-31d76d39,2026-04-01,42,1688,422,9
USG-4f51c091,CUST-0e092597,2026-02-01,26,266,266,6
USG-c06d5280,CUST-0e092597,2026-03-01,28,1435,287,3
USG-5da062d7,CUST-0e092597,2026-04-01,29,296,296,10
USG-aca34a69,CUST-42cfcb6c,2026-01-01,16,161,161,8
USG-c77d479e,CUST-42cfcb6c,2026-02-01,14,280,140,5
USG-6955102f,CUST-42cfcb6c,2026-03-01,1,0,0,4
USG-796d17e1,CUST-42cfcb6c,2026-04-01,1,10,2,8
USG-2b273a35,CUST-ec9bba19,2026-02-01,21,210,210,1
USG-10f440cd,CUST-ec9bba19,2026-03-01,20,627,209,5
USG-c867b5d8,CUST-ec9bba19,2026-04-01,24,488,244,5
USG-6a453873,CUST-92874c7a,2025-11-01,38,766,383,2
USG-f3512f52,CUST-92874c7a,2025-12-01,36,1095,365,9
USG-b37dee10,CUST-92874c7a,2026-01-01,32,642,321,6
USG-da601e24,CUST-92874c7a,2026-02-01,38,1524,381,9
USG-251cfaf0,CUST-92874c7a,2026-03-01,30,906,302,2
USG-22c87f61,CUST-92874c7a,2026-04-01,28,864,288,8
USG-a222cca5,CUST-891033ce,2025-10-01,14,700,140,6
USG-fc190272,CUST-891033ce,2025-11-01,19,579,193,8
USG-e48deb19,CUST-891033ce,2025-12-01,14,444,148,3
USG-bcd17877,CUST-891033ce,2026-01-01,15,300,150,9
USG-1ee8c75f,CUST-891033ce,2026-02-01,15,477,159,6
USG-388fb04a,CUST-891033ce,2026-03-01,17,855,171,6
USG-29fb8700,CUST-891033ce,2026-04-01,16,835,167,5
USG-88830633,CUST-f6462af6,2024-05-01,43,2165,433,2
USG-a0ae0f03,CUST-f6462af6,2024-06-01,46,1848,462,1
USG-bcc5c8b2,CUST-f6462af6,2024-07-01,37,1875,375,5
USG-0a9fb3c0,CUST-f6462af6,2024-08-01,45,458,458,4
USG-cda760a2,CUST-f6462af6,2024-09-01,42,840,420,4
USG-2d917fab,CUST-f6462af6,2024-10-01,47,1434,478,8
USG-be1bea6e,CUST-f6462af6,2024-11-01,34,349,349,8
USG-970ecc77,CUST-f6462af6,2024-12-01,36,1464,366,10
USG-7573ea35,CUST-f6462af6,2025-01-01,52,2088,522,2
USG-02ef05fb,CUST-f6462af6,2025-02-01,39,1572,393,10
USG-92e146c2,CUST-f6462af6,2025-03-01,43,868,434,5
USG-1bfa796a,CUST-f6462af6,2025-04-01,37,1110,370,6
USG-8df48937,CUST-f6462af6,2025-05-01,44,448,448,9
USG-f93202d3,CUST-f6462af6,2025-06-01,47,1892,473,5
USG-3e4911e7,CUST-f6462af6,2025-07-01,41,1652,413,1
USG-9d2f29ae,CUST-f6462af6,2025-08-01,37,370,370,4
USG-80e5cf48,CUST-f6462af6,2025-09-01,45,1816,454,2
USG-c3751917,CUST-f6462af6,2025-10-01,35,1408,352,6
USG-af28b9bd,CUST-f6462af6,2025-11-01,45,456,456,1
USG-8ee04556,CUST-f6462af6,2025-12-01,48,1920,480,1
USG-fe636ee3,CUST-f6462af6,2026-01-01,51,2048,512,10
USG-1c70ef37,CUST-f6462af6,2026-02-01,48,1458,486,10
USG-ba6f70a1,CUST-f6462af6,2026-03-01,1,0,0,9
USG-c866eecb,CUST-f6462af6,2026-04-01,1,15,3,3
USG-ad9547ac,CUST-dc2e0db0,2025-01-01,49,1494,498,2
USG-4eef0e13,CUST-dc2e0db0,2025-02-01,47,944,472,2
USG-93b0fc86,CUST-dc2e0db0,2025-03-01,54,1626,542,10
USG-1d60a6c2,CUST-dc2e0db0,2025-04-01,55,1108,554,9
USG-5b8551fa,CUST-dc2e0db0,2025-05-01,54,2730,546,7
USG-30b448ed,CUST-dc2e0db0,2025-06-01,48,964,482,6
USG-6ba22da1,CUST-dc2e0db0,2025-07-01,59,2364,591,8
USG-4211229c,CUST-dc2e0db0,2025-08-01,59,1773,591,6
USG-27461ba2,CUST-dc2e0db0,2025-09-01,53,2665,533,7
USG-09bedef3,CUST-dc2e0db0,2025-10-01,40,403,403,8
USG-fb47856a,CUST-dc2e0db0,2025-11-01,41,2095,419,9
USG-c516291a,CUST-dc2e0db0,2025-12-01,43,436,436,4
USG-e94b0a34,CUST-dc2e0db0,2026-01-01,43,1317,439,2
USG-f8242b52,CUST-dc2e0db0,2026-02-01,54,2710,542,1
USG-2bf2f1e5,CUST-dc2e0db0,2026-03-01,1,0,0,4
USG-e08d0e8b,CUST-dc2e0db0,2026-04-01,1,0,0,8
USG-49e1c912,CUST-eed2b6d4,2025-07-01,54,1088,544,8
USG-3a6f1163,CUST-eed2b6d4,2025-08-01,50,2505,501,4
USG-9175fa8a,CUST-eed2b6d4,2025-09-01,46,926,463,6
USG-50b8ae71,CUST-eed2b6d4,2025-10-01,47,2360,472,7
USG-4a23182b,CUST-eed2b6d4,2025-11-01,46,464,464,5
USG-1246d9b8,CUST-eed2b6d4,2025-12-01,47,479,479,4
USG-b17be153,CUST-eed2b6d4,2026-01-01,51,514,514,1
USG-8431339c,CUST-eed2b6d4,2026-02-01,55,1108,554,6
USG-1baa42a6,CUST-eed2b6d4,2026-03-01,52,2112,528,6
USG-517325fe,CUST-eed2b6d4,2026-04-01,48,974,487,7
USG-82784f6e,CUST-f5bb95a1,2025-12-01,34,698,349,6
USG-fe6708ab,CUST-f5bb95a1,2026-01-01,37,1504,376,4
USG-08dbf86e,CUST-f5bb95a1,2026-02-01,50,2000,500,10
USG-a8ffdbe4,CUST-f5bb95a1,2026-03-01,1,2,2,3
USG-8d7f8bc5,CUST-f5bb95a1,2026-04-01,1,20,4,7
USG-20a3810e,CUST-46422120,2024-05-01,26,269,269,2
USG-af22d651,CUST-46422120,2024-06-01,25,514,257,4
USG-70df8739,CUST-46422120,2024-07-01,25,512,256,2
USG-613fcc7a,CUST-46422120,2024-08-01,20,414,207,6
USG-bd7b599d,CUST-46422120,2024-09-01,26,1048,262,2
USG-2511abc4,CUST-46422120,2024-10-01,26,1335,267,8
USG-3782fd58,CUST-46422120,2024-11-01,25,1275,255,10
USG-0c4707c7,CUST-46422120,2024-12-01,25,514,257,6
USG-31cc2e71,CUST-46422120,2025-01-01,25,771,257,7
USG-46306fde,CUST-46422120,2025-02-01,27,816,272,8
USG-7511fa8a,CUST-46422120,2025-03-01,27,813,271,7
USG-e9291af7,CUST-46422120,2025-04-01,26,532,266,3
USG-c8c15c59,CUST-46422120,2025-05-01,21,651,217,5
USG-669556f6,CUST-46422120,2025-06-01,20,209,209,2
USG-dd9c26cf,CUST-46422120,2025-07-01,23,1150,230,6
USG-88c30ebe,CUST-46422120,2025-08-01,19,764,191,8
USG-f8f92d94,CUST-46422120,2025-09-01,20,200,200,6
USG-fee5d68c,CUST-46422120,2025-10-01,19,392,196,9
USG-d516d46c,CUST-46422120,2025-11-01,25,1290,258,2
USG-119c9752,CUST-46422120,2025-12-01,24,492,246,8
USG-f56bb15a,CUST-46422120,2026-01-01,25,1036,259,9
USG-88db38cc,CUST-46422120,2026-02-01,21,210,210,9
USG-17aa063e,CUST-46422120,2026-03-01,25,762,254,8
USG-258a9ab8,CUST-46422120,2026-04-01,26,807,269,7
USG-6187945a,CUST-fc4f73f7,2024-09-01,30,301,301,2
USG-29779127,CUST-fc4f73f7,2024-10-01,31,1595,319,4
USG-d027cae2,CUST-fc4f73f7,2024-11-01,31,930,310,5
USG-2d4a21ae,CUST-fc4f73f7,2024-12-01,42,420,420,2
USG-416591fc,CUST-fc4f73f7,2025-01-01,30,616,308,9
USG-0c9fda7b,CUST-fc4f73f7,2025-02-01,31,1244,311,1
USG-1a36c896,CUST-fc4f73f7,2025-03-01,31,1550,310,8
USG-e7c31301,CUST-fc4f73f7,2025-04-01,40,1624,406,5
USG-72ad7f33,CUST-fc4f73f7,2025-05-01,34,1392,348,1
USG-30be396b,CUST-fc4f73f7,2025-06-01,38,385,385,7
USG-ad757644,CUST-fc4f73f7,2025-07-01,37,1500,375,7
USG-5a06d5e0,CUST-fc4f73f7,2025-08-01,29,1485,297,4
USG-6eacdac5,CUST-fc4f73f7,2025-09-01,39,1564,391,3
USG-6adb308c,CUST-fc4f73f7,2025-10-01,38,1158,386,1
USG-eede13a7,CUST-fc4f73f7,2025-11-01,35,1400,350,2
USG-7db8d6b3,CUST-fc4f73f7,2025-12-01,37,744,372,2
USG-40019182,CUST-fc4f73f7,2026-01-01,35,352,352,5
USG-02839380,CUST-fc4f73f7,2026-02-01,35,1795,359,7
USG-a3dfdb40,CUST-fc4f73f7,2026-03-01,36,1083,361,2
USG-050078ed,CUST-fc4f73f7,2026-04-01,35,1765,353,4
USG-55ef20da,CUST-497a034b,2024-07-01,2,56,28,7
USG-afeccb77,CUST-497a034b,2024-08-01,3,108,36,7
USG-e1b2fbba,CUST-497a034b,2024-09-01,2,112,28,8
USG-f207c8d4,CUST-497a034b,2024-10-01,2,145,29,10
USG-ac938cae,CUST-497a034b,2024-11-01,2,26,26,6
USG-9d6cfeec,CUST-497a034b,2024-12-01,3,68,34,10
USG-dbabe2f3,CUST-497a034b,2025-01-01,3,136,34,5
USG-fe4a88a3,CUST-497a034b,2025-02-01,3,175,35,1
USG-ef352587,CUST-497a034b,2025-03-01,3,148,37,1
USG-3431ee91,CUST-497a034b,2025-04-01,2,56,28,6
USG-7bd00c5f,CUST-497a034b,2025-05-01,3,36,36,10
USG-0b8771d9,CUST-497a034b,2025-06-01,3,31,31,2
USG-f18c76f3,CUST-497a034b,2025-07-01,3,96,32,9
USG-cfd2df96,CUST-497a034b,2025-08-01,3,64,32,7
USG-7fc34b48,CUST-497a034b,2025-09-01,3,76,38,10
USG-72a48f4b,CUST-497a034b,2025-10-01,3,30,30,8
USG-0f01e4fc,CUST-497a034b,2025-11-01,2,29,29,6
USG-ee98db41,CUST-497a034b,2025-12-01,3,37,37,10
USG-41304c9d,CUST-497a034b,2026-01-01,2,112,28,3
USG-39fa9322,CUST-497a034b,2026-02-01,3,105,35,3
USG-adf54ca8,CUST-497a034b,2026-03-01,3,30,30,3
USG-3feeacb8,CUST-497a034b,2026-04-01,2,108,27,10
USG-a8fbfee8,CUST-b3f26a6e,2025-04-01,45,452,452,9
USG-b225a9e2,CUST-b3f26a6e,2025-05-01,41,1672,418,6
USG-293de0a7,CUST-b3f26a6e,2025-06-01,43,2155,431,1
USG-d96c3ff2,CUST-b3f26a6e,2025-07-01,33,1650,330,4
USG-e472d66c,CUST-b3f26a6e,2025-08-01,33,1017,339,9
USG-cd67cbe6,CUST-b3f26a6e,2025-09-01,34,1720,344,5
USG-ed0c54a8,CUST-b3f26a6e,2025-10-01,33,1690,338,2
USG-645dd721,CUST-b3f26a6e,2025-11-01,30,927,309,8
USG-023b4884,CUST-b3f26a6e,2025-12-01,34,1035,345,2
USG-d8f63730,CUST-b3f26a6e,2026-01-01,38,1146,382,5
USG-48fad95b,CUST-b3f26a6e,2026-02-01,36,734,367,6
USG-606af7fd,CUST-b3f26a6e,2026-03-01,32,654,327,2
USG-67d0f1a6,CUST-b3f26a6e,2026-04-01,35,355,355,3
USG-7ab2781d,CUST-3cfcc7ba,2024-12-01,48,968,484,2
USG-bcc3529d,CUST-3cfcc7ba,2025-01-01,48,1467,489,9
USG-60c309fb,CUST-3cfcc7ba,2025-02-01,56,2805,561,8
USG-41201620,CUST-3cfcc7ba,2025-03-01,48,488,488,4
USG-0115daf9,CUST-3cfcc7ba,2025-04-01,44,2225,445,8
USG-157a3cfd,CUST-3cfcc7ba,2025-05-01,39,1596,399,2
USG-c2785717,CUST-3cfcc7ba,2025-06-01,54,543,543,4
USG-788f1145,CUST-3cfcc7ba,2025-07-01,38,1548,387,9
USG-be40de34,CUST-3cfcc7ba,2025-08-01,46,466,466,10
USG-725c9535,CUST-3cfcc7ba,2025-09-01,43,876,438,5
USG-ad4e5722,CUST-3cfcc7ba,2025-10-01,55,2216,554,1
USG-e2e8668c,CUST-3cfcc7ba,2025-11-01,44,1772,443,5
USG-164b2cc0,CUST-3cfcc7ba,2025-12-01,48,966,483,9
USG-41a1107b,CUST-3cfcc7ba,2026-01-01,49,986,493,4
USG-0f13527a,CUST-3cfcc7ba,2026-02-01,46,2330,466,5
USG-17be9c68,CUST-3cfcc7ba,2026-03-01,1,0,0,8
USG-a0e96f9e,CUST-3cfcc7ba,2026-04-01,1,12,3,8
USG-92254ab6,CUST-c3bf68ba,2025-11-01,48,483,483,1
USG-3222aec8,CUST-c3bf68ba,2025-12-01,43,864,432,5
USG-bfec022c,CUST-c3bf68ba,2026-01-01,42,2105,421,8
USG-e01400ad,CUST-c3bf68ba,2026-02-01,48,968,484,2
USG-c5d31aa4,CUST-c3bf68ba,2026-03-01,1,20,5,4
USG-d8db3b4b,CUST-c3bf68ba,2026-04-01,1,0,0,4
USG-29e81e99,CUST-938ea356,2026-01-01,9,360,90,8
USG-e36382bc,CUST-938ea356,2026-02-01,9,372,93,5
USG-3973e1ff,CUST-938ea356,2026-03-01,11,357,119,2
USG-f83fea6a,CUST-938ea356,2026-04-01,11,333,111,9
USG-44e13550,CUST-86a003bd,2025-02-01,17,177,177,10
USG-b92b271b,CUST-86a003bd,2025-03-01,14,560,140,4
USG-87379fc1,CUST-86a003bd,2025-04-01,17,870,174,2
USG-7836ec6b,CUST-86a003bd,2025-05-01,18,732,183,1
USG-9aaea0b2,CUST-86a003bd,2025-06-01,17,522,174,3
USG-a367d938,CUST-86a003bd,2025-07-01,15,604,151,10
USG-0a03fefe,CUST-86a003bd,2025-08-01,17,850,170,6
USG-b3882023,CUST-86a003bd,2025-09-01,17,516,172,8
USG-546f4320,CUST-86a003bd,2025-10-01,14,147,147,2
USG-c997db16,CUST-86a003bd,2025-11-01,12,512,128,10
USG-d4e69955,CUST-86a003bd,2025-12-01,15,453,151,8
USG-8f486b9a,CUST-86a003bd,2026-01-01,14,432,144,7
USG-d36a44c6,CUST-86a003bd,2026-02-01,14,286,143,9
USG-e980878c,CUST-86a003bd,2026-03-01,15,624,156,3
USG-27cdbcc1,CUST-86a003bd,2026-04-01,13,660,132,4
USG-e2a91f01,CUST-dcc76514,2026-04-01,16,483,161,1
USG-c4ad042d,CUST-62013108,2024-10-01,35,350,350,10
USG-70a7a15a,CUST-62013108,2024-11-01,39,1596,399,9
USG-c274e136,CUST-62013108,2024-12-01,45,1820,455,1
USG-0614e1dd,CUST-62013108,2025-01-01,45,1808,452,10
USG-6a1196af,CUST-62013108,2025-02-01,43,868,434,7
USG-a8d5da96,CUST-62013108,2025-03-01,32,1645,329,3
USG-7b9d2b44,CUST-62013108,2025-04-01,46,2330,466,8
USG-260c8f48,CUST-62013108,2025-05-01,32,1292,323,8
USG-ddb4441a,CUST-62013108,2025-06-01,46,1840,460,10
USG-e145e218,CUST-62013108,2025-07-01,37,378,378,4
USG-6149678e,CUST-62013108,2025-08-01,40,1636,409,3
USG-840d1c6e,CUST-62013108,2025-09-01,37,1512,378,8
USG-b05a2a9d,CUST-62013108,2025-10-01,41,1648,412,2
USG-e8db96c9,CUST-62013108,2025-11-01,42,425,425,1
USG-4bf22c0d,CUST-62013108,2025-12-01,46,938,469,6
USG-792f2831,CUST-62013108,2026-01-01,33,1690,338,10
USG-6d2f2971,CUST-62013108,2026-02-01,38,770,385,1
USG-5deb9a0b,CUST-62013108,2026-03-01,38,766,383,5
USG-9f75d83a,CUST-62013108,2026-04-01,35,700,350,4
USG-76063c2d,CUST-ea32d90a,2025-11-01,42,846,423,1
USG-d566babe,CUST-ea32d90a,2025-12-01,40,802,401,10
USG-76d27c6f,CUST-ea32d90a,2026-01-01,37,744,372,5
USG-86a10eec,CUST-ea32d90a,2026-02-01,32,328,328,7
USG-dba31907,CUST-ea32d90a,2026-03-01,40,405,405,7
USG-673b03b3,CUST-ea32d90a,2026-04-01,36,1107,369,4
USG-b4e08600,CUST-1d9e13a0,2024-11-01,41,1668,417,10
USG-930714dd,CUST-1d9e13a0,2024-12-01,33,670,335,4
USG-4a129323,CUST-1d9e13a0,2025-01-01,33,1675,335,7
USG-9adfb204,CUST-1d9e13a0,2025-02-01,33,664,332,10
USG-3810277f,CUST-1d9e13a0,2025-03-01,33,660,330,9
USG-72833959,CUST-1d9e13a0,2025-04-01,33,1340,335,1
USG-a1e9cb83,CUST-1d9e13a0,2025-05-01,29,1164,291,5
USG-4b6831a6,CUST-1d9e13a0,2025-06-01,32,1610,322,6
USG-7906429e,CUST-1d9e13a0,2025-07-01,32,1308,327,6
USG-82184ebf,CUST-1d9e13a0,2025-08-01,32,321,321,10
USG-3984fa21,CUST-1d9e13a0,2025-09-01,37,1880,376,1
USG-0ca8a4d2,CUST-1d9e13a0,2025-10-01,32,969,323,6
USG-6e833d17,CUST-1d9e13a0,2025-11-01,42,848,424,9
USG-57d35bcb,CUST-1d9e13a0,2025-12-01,40,1203,401,4
USG-5cfbaa2e,CUST-1d9e13a0,2026-01-01,42,1700,425,5
USG-668f31b2,CUST-1d9e13a0,2026-02-01,42,1275,425,6
USG-2e497798,CUST-1d9e13a0,2026-03-01,40,1604,401,9
USG-7bc9d963,CUST-1d9e13a0,2026-04-01,40,1636,409,9
USG-a926feaa,CUST-12a328e1,2025-06-01,29,1184,296,9
USG-093ea108,CUST-12a328e1,2025-07-01,26,538,269,1
USG-59c98506,CUST-12a328e1,2025-08-01,25,1250,250,3
USG-ac8eaf62,CUST-12a328e1,2025-09-01,24,486,243,2
USG-dcbb00d8,CUST-12a328e1,2025-10-01,32,327,327,2
USG-059f5fa0,CUST-12a328e1,2025-11-01,29,882,294,9
USG-a8248de6,CUST-12a328e1,2025-12-01,26,1076,269,4
USG-c89f86d1,CUST-12a328e1,2026-01-01,33,1655,331,3
USG-d5a91b21,CUST-12a328e1,2026-02-01,28,1140,285,10
USG-ea51f19e,CUST-12a328e1,2026-03-01,28,1132,283,3
USG-4268fc78,CUST-12a328e1,2026-04-01,32,1640,328,8
USG-28504aba,CUST-8ca42776,2025-09-01,12,127,127,5
USG-10f1d53f,CUST-8ca42776,2025-10-01,12,378,126,10
USG-59c62493,CUST-8ca42776,2025-11-01,10,424,106,3
USG-33f77307,CUST-8ca42776,2025-12-01,11,116,116,8
USG-05f91a43,CUST-8ca42776,2026-01-01,13,655,131,7
USG-b5c7b0a5,CUST-8ca42776,2026-02-01,10,104,104,7
USG-ebbdbd5f,CUST-8ca42776,2026-03-01,9,180,90,3
USG-11ac8fa4,CUST-8ca42776,2026-04-01,11,570,114,1
USG-2f2588b6,CUST-aa20f81f,2025-07-01,20,603,201,2
USG-98edeb69,CUST-aa20f81f,2025-08-01,27,542,271,9
USG-7a7013f5,CUST-aa20f81f,2025-09-01,24,747,249,2
USG-2af0f8e2,CUST-aa20f81f,2025-10-01,21,215,215,3
USG-a26d44f5,CUST-aa20f81f,2025-11-01,26,269,269,2
USG-a3ce70b2,CUST-aa20f81f,2025-12-01,27,1092,273,6
USG-0106f353,CUST-aa20f81f,2026-01-01,23,690,230,2
USG-49332c58,CUST-aa20f81f,2026-02-01,24,1200,240,8
USG-10dfea0c,CUST-aa20f81f,2026-03-01,26,262,262,1
USG-fdba9816,CUST-aa20f81f,2026-04-01,28,861,287,7
USG-a626a223,CUST-7ca5b17f,2025-02-01,18,756,189,6
USG-299448e1,CUST-7ca5b17f,2025-03-01,23,235,235,2
USG-11851a7f,CUST-7ca5b17f,2025-04-01,20,836,209,10
USG-5b4e2465,CUST-7ca5b17f,2025-05-01,21,651,217,3
USG-04cc1dde,CUST-7ca5b17f,2025-06-01,25,500,250,7
USG-661d0565,CUST-7ca5b17f,2025-07-01,18,910,182,6
USG-393b2ff6,CUST-7ca5b17f,2025-08-01,20,1015,203,4
USG-9d199d5f,CUST-7ca5b17f,2025-09-01,19,975,195,6
USG-3b936cc4,CUST-7ca5b17f,2025-10-01,22,888,222,3
USG-df4facf1,CUST-7ca5b17f,2025-11-01,25,1285,257,4
USG-34c26566,CUST-7ca5b17f,2025-12-01,21,212,212,7
USG-1fb41c8f,CUST-7ca5b17f,2026-01-01,18,181,181,5
USG-46b93717,CUST-7ca5b17f,2026-02-01,20,1035,207,3
USG-74c5209d,CUST-7ca5b17f,2026-03-01,19,788,197,8
USG-e1c283a7,CUST-7ca5b17f,2026-04-01,18,920,184,6
USG-33f9785f,CUST-13c55b12,2026-01-01,28,1435,287,8
USG-d03b91ad,CUST-13c55b12,2026-02-01,21,639,213,1
USG-934ae7d4,CUST-13c55b12,2026-03-01,1,5,5,10
USG-d97f3a53,CUST-13c55b12,2026-04-01,1,12,3,10
USG-6b380408,CUST-46335248,2025-12-01,52,1054,527,1
USG-963199a5,CUST-46335248,2026-01-01,46,1389,463,2
USG-8f7ee70e,CUST-46335248,2026-02-01,45,455,455,2
USG-4f54e578,CUST-46335248,2026-03-01,50,1008,504,9
USG-4e5b2330,CUST-46335248,2026-04-01,48,1446,482,3
USG-0dea38ba,CUST-22fce312,2024-12-01,11,232,116,10
USG-764b9d69,CUST-22fce312,2025-01-01,12,128,128,5
USG-7c28aa34,CUST-22fce312,2025-02-01,13,268,134,8
USG-c401de5b,CUST-22fce312,2025-03-01,13,675,135,3
USG-e8859283,CUST-22fce312,2025-04-01,13,135,135,6
USG-36861a6d,CUST-22fce312,2025-05-01,13,396,132,6
USG-84a34911,CUST-22fce312,2025-06-01,14,147,147,7
USG-50eaf74d,CUST-22fce312,2025-07-01,14,740,148,8
USG-e2cc02f5,CUST-22fce312,2025-08-01,10,545,109,3
USG-879eaf25,CUST-22fce312,2025-09-01,15,620,155,6
USG-24f6651c,CUST-22fce312,2025-10-01,14,592,148,5
USG-2f68a8bb,CUST-22fce312,2025-11-01,14,141,141,5
USG-0ca67918,CUST-22fce312,2025-12-01,15,456,152,9
USG-6dd6d89b,CUST-22fce312,2026-01-01,14,294,147,10
USG-07f22d56,CUST-22fce312,2026-02-01,12,504,126,3
USG-fda1e924,CUST-22fce312,2026-03-01,1,10,2,2
USG-c5f9620e,CUST-22fce312,2026-04-01,1,20,4,4
USG-84262172,CUST-10978c45,2025-10-01,30,903,301,10
USG-2412a580,CUST-10978c45,2025-11-01,42,1716,429,8
USG-40994be8,CUST-10978c45,2025-12-01,32,1300,325,8
USG-22533fd7,CUST-10978c45,2026-01-01,36,1083,361,5
USG-c5682377,CUST-10978c45,2026-02-01,31,957,319,4
USG-0dfc990a,CUST-10978c45,2026-03-01,38,1146,382,5
USG-8ae73f8f,CUST-10978c45,2026-04-01,38,1524,381,9
USG-158b4695,CUST-ba5979a0,2025-03-01,22,908,227,6
USG-483f30f4,CUST-ba5979a0,2025-04-01,26,780,260,7
USG-e01dbea0,CUST-ba5979a0,2025-05-01,28,867,289,4
USG-fc179fb1,CUST-ba5979a0,2025-06-01,30,304,304,3
USG-138cdf35,CUST-ba5979a0,2025-07-01,27,1370,274,1
USG-4aeabb4b,CUST-ba5979a0,2025-08-01,29,580,290,5
USG-db20f195,CUST-ba5979a0,2025-09-01,30,308,308,5
USG-983bafab,CUST-ba5979a0,2025-10-01,22,892,223,10
USG-0954935d,CUST-ba5979a0,2025-11-01,30,301,301,1
USG-dfa2be1d,CUST-ba5979a0,2025-12-01,28,1430,286,5
USG-43f38ec6,CUST-ba5979a0,2026-01-01,21,211,211,7
USG-38978bc2,CUST-ba5979a0,2026-02-01,28,1132,283,4
USG-1286566e,CUST-ba5979a0,2026-03-01,1,12,3,3
USG-f4937a78,CUST-ba5979a0,2026-04-01,1,4,2,7
USG-f9f7649a,CUST-1c407a5b,2025-07-01,22,440,220,3
USG-fb4a972b,CUST-1c407a5b,2025-08-01,19,970,194,3
USG-9851a048,CUST-1c407a5b,2025-09-01,23,478,239,7
USG-713a6d37,CUST-1c407a5b,2025-10-01,22,456,228,1
USG-5ceea18a,CUST-1c407a5b,2025-11-01,21,212,212,5
USG-6c916907,CUST-1c407a5b,2025-12-01,23,239,239,2
USG-10b3b218,CUST-1c407a5b,2026-01-01,21,438,219,8
USG-fe3f2e19,CUST-1c407a5b,2026-02-01,18,183,183,8
USG-8b1f3fba,CUST-1c407a5b,2026-03-01,1,2,1,7
USG-de5e8f24,CUST-1c407a5b,2026-04-01,1,2,2,5
