leakage_type,customer_id,estimated_revenue_loss,estimated_loss,affected_customers,recommended_action,evidence,run_id,generated_at
Failed Payment,CUST-95784656,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-96966D0F,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-983CC5FC,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-985B5E8F,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-999C524E,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9A462EB6,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9A60DED1,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9AAA2BE8,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9BF68CF9,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9C019996,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9D7AF8AA,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9DC53DD1,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9DE62921,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9E6527CF,3998.0,3998.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","2 failed transaction(s) totalling $3,998.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9E706988,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9EF94C07,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9FADF576,998.0,998.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $998.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-9FD76CB0,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A00C3195,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A03897DD,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A1225201,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A13C20EA,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A2DCA8DF,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A2F9D002,398.0,398.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A313C5AC,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A4FFEC43,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A56E79D7,398.0,398.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A5EB1CD7,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A5EF52C4,147.0,147.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",3 failed transaction(s) totalling $147.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A68ECECD,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A70897CD,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A77F16CF,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A7ADD720,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A7F74437,998.0,998.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $998.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A8769B33,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-A8D5747B,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AA3A1D84,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AA79D550,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AA917E51,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AB15EE7A,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-ABFFC2A4,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AC0CC207,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-ACE965ED,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AD4A27DA,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AD828933,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AD927911,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AE21B411,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AE2DE60C,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AEB0A567,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AEDA0548,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-AFE0FEA3,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-B01E9898,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-B0740AB6,998.0,998.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $998.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-B110201C,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-B1E79DD2,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-B4947880,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-B49B3E7D,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-B6D80CA7,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-B7961BC2,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-B7EF7E51,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-B84350D4,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BAF03B4F,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BBC85AFD,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BC447D50,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BC93D50A,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BCFC9FDB,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BD567C9A,597.0,597.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",3 failed transaction(s) totalling $597.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BE2CE4A4,597.0,597.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",3 failed transaction(s) totalling $597.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BF23D6FC,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BF24C6DE,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BF72E0BD,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BF8F5E08,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-BFC0D6D6,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C09AEF8D,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C1E3EF19,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C24889BF,1497.0,1497.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","3 failed transaction(s) totalling $1,497.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C280B940,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C295EABA,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C2ECF888,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C3C38357,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C4EB2301,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C6501EED,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C6AC904F,1497.0,1497.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","3 failed transaction(s) totalling $1,497.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C6B0B5FA,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C7B2DE10,998.0,998.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $998.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C7DDEB12,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C903E7D0,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-C9BEF5B3,1996.0,1996.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","4 failed transaction(s) totalling $1,996.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CA7A423D,998.0,998.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $998.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CA87A1E4,597.0,597.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",3 failed transaction(s) totalling $597.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CA8C36C7,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CA92DA61,398.0,398.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CAD33DA8,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CADCB386,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CBC74B72,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CC5AE87C,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CC72ABE6,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CCCAC505,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CD80B6B8,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CE47CB2D,398.0,398.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CE6A09BF,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CE8D154B,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-CEBED870,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D0263286,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D0A507B4,398.0,398.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D0F54477,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D1786905,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D17A23FD,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D1D1B913,5997.0,5997.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","3 failed transaction(s) totalling $5,997.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D205894C,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D3B021DA,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D3B83A39,196.0,196.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",4 failed transaction(s) totalling $196.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D3BFFC22,147.0,147.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",3 failed transaction(s) totalling $147.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D43E11C3,98.0,98.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $98.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D4BE0FEC,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D5B45DF0,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D6310C82,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D71066BD,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D8580F79,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D8AD6E96,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-D9553E44,398.0,398.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DAC902A8,49.0,49.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $49.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DB82A880,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DC253138,597.0,597.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",3 failed transaction(s) totalling $597.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DD10A3F2,998.0,998.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $998.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DD9C9C19,1999.0,1999.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","1 failed transaction(s) totalling $1,999.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DDD4BD2F,398.0,398.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",2 failed transaction(s) totalling $398.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DE1F92E5,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DE3AD5A3,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DE6A857B,499.0,499.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $499.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DE96727E,199.0,199.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",1 failed transaction(s) totalling $199.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DEB4EE3B,597.0,597.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.",3 failed transaction(s) totalling $597.00.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
Failed Payment,CUST-DFA4E049,3998.0,3998.0,1,"Trigger automated dunning sequence: retry payment, then request updated payment method.","2 failed transaction(s) totalling $3,998.00.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
