customer_id,risk_score,risk_band,drivers,revenue_at_risk,explanation,run_id,generated_at
CUST-CC72ABE6,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9A462EB6,0.6000000000000001,High,Failed Payments | High Support Burden,1999.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-68DFBD84,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BCFC9FDB,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-983CC5FC,0.6000000000000001,High,Failed Payments | High Support Burden,1999.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5B25D29C,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-743625A5,0.6000000000000001,High,Failed Payments | High Support Burden,0.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A2F9D002,0.8,Critical,Low NPS | Failed Payments | High Support Burden,199.0,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F2CE1905,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-155EA421,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-52FA0EE1,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-DCD0B109,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2268A0CA,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F965BA2F,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-714F78F2,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-045CDBCF,0.6000000000000001,High,Low NPS | Failed Payments,49.0,"Risk drivers: Low NPS, Failed Payments.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1608CA19,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4877261F,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CA92DA61,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5EA42CD2,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FA8B072F,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C8769D5C,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2DAF1D0B,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A70897CD,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4A9F9F0F,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-922A28DA,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-67BA9206,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5130E926,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-991D4F24,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-088652B9,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-3EF420B5,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-28E46B22,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-30570032,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A2BBC80C,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F7DB6CE3,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-67834B82,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-64F16106,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A28B8898,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8F3F54C5,0.4,High,Failed Payments,0.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CCC9B682,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-970B0E9E,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F3CF236B,0.6000000000000001,High,Low NPS | Failed Payments,499.0,"Risk drivers: Low NPS, Failed Payments.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-49283ECD,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E002B661,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2267837D,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-50DA04F2,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B9D6D51A,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-91702E1D,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9FD76CB0,0.8,Critical,Low NPS | Failed Payments | High Support Burden,499.0,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CD56BEB2,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-0DCF7274,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8B8C82BE,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8357EB7D,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-AA917E51,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C9F4ED59,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-619335B9,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6DAB6CBE,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-80F4CB80,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5AA3C555,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-70321C46,0.4,High,Failed Payments,0.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1276D8CD,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C2C6984E,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D205894C,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CD725ED3,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-39D130EE,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BD567C9A,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7581F149,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-43B73E78,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-805D1151,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-555AD2ED,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-406B17B1,0.6000000000000001,High,Failed Payments | High Support Burden,1999.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BE0EE387,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-3234CE24,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-17F4B61D,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D17A23FD,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A25AE6A4,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5EB49512,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6B655332,0.4,High,Failed Payments,1999.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1DFAE353,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-3F10BD76,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-28842F98,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-3E8F6D95,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-0C039F9F,0.6000000000000001,High,Failed Payments | High Support Burden,1999.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-3B5074DA,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E924024A,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7D559ECD,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5FB61D44,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B4ADD025,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-DEB4EE3B,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-538127E2,0.6000000000000001,High,Failed Payments | High Support Burden,0.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5D635C26,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C0BBF404,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C6B0B5FA,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2C47B21D,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D3845B8D,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7B02D74F,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5C0EF8C3,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-366AD063,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A31F18F4,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-50F2BC1E,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C3C38357,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BF23D6FC,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-50E1DDB3,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5A0AE6D8,0.2,Medium,Low NPS,0.0,Risk drivers: Low NPS.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FE88587C,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-52B15B49,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FB974E28,0.4,High,Low NPS | High Support Burden,49.0,"Risk drivers: Low NPS, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-0D287201,0.2,Medium,Low NPS,0.0,Risk drivers: Low NPS.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B7EF7E51,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F0755BF5,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A56E79D7,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F476E362,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A55C4F20,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9115E370,0.4,High,Failed Payments,1999.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FF9D3739,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4A4DD965,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-ED60506D,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-05F63E56,0.8,Critical,Low NPS | Failed Payments | High Support Burden,199.0,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8C903671,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-202963E7,0.2,Medium,Low NPS,0.0,Risk drivers: Low NPS.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E24AC14C,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4204EA10,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-84619B5F,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C4BC642A,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C1E3EF19,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CC5AE87C,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B68AB660,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C7CF35F8,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EAD4F703,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A8D5747B,0.4,High,Failed Payments,0.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-45B6AE16,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-30DF0A33,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-70113F38,0.2,Medium,Low NPS,0.0,Risk drivers: Low NPS.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-06754D23,0.4,High,Failed Payments,0.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9F5FF8FB,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-69606482,0.4,High,Low NPS | High Support Burden,199.0,"Risk drivers: Low NPS, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-98A00C4F,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D0263286,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D551BF2E,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7CE7D614,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D3BFFC22,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-153C5E61,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4781EA8D,0.6000000000000001,High,Failed Payments | High Support Burden,0.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F0EB7C61,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A3A590BA,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-92B1E869,0.2,Medium,Low NPS,0.0,Risk drivers: Low NPS.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B39DFCA3,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6F534962,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F06DAC64,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6AAADC22,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E158C117,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-45813546,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-95D46003,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-91B28631,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C4EB2301,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-AADEFCA5,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-57C6164A,0.6000000000000001,High,Failed Payments | High Support Burden,1999.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EB6F8270,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C8C7CFE1,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-657BBAE5,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C3BB132F,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-968DB455,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9D9033F2,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CA87A1E4,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A2DCA8DF,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6582CCC5,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D3C7513A,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1FA7DD7C,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7FA058A7,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CEBED870,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8FC75FCE,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4458CB31,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-41B5B64A,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F580C31A,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B9D5BA19,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-44E58561,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-0DEBA7AB,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-54D3B935,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2265E428,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-ACD384DB,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FDBD1648,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D6310C82,0.6000000000000001,High,Failed Payments | High Support Burden,0.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5B0E5317,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-74C10D52,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-38E9E1D7,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-70EA0D78,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-88508B8E,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-30FBE78E,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
