cohort_month,period_number,customers_in_cohort,retained_customers,retention_rate,revenue,revenue_per_customer,run_id,generated_at
2025-04,11,45.0,34.0,0.7555555555555555,11070.0,246.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,12,45.0,34.0,0.7555555555555555,13268.0,294.84444444444443,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,0,44.0,44.0,1.0,18310.0,416.1363636363636,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,1,44.0,43.0,0.9772727272727273,16262.0,369.59090909090907,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,2,44.0,42.0,0.9545454545454546,16011.0,363.8863636363636,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,3,44.0,40.0,0.9090909090909091,16109.0,366.1136363636364,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,4,44.0,39.0,0.8863636363636364,17563.0,399.15909090909093,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,5,44.0,39.0,0.8863636363636364,15512.0,352.54545454545456,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,6,44.0,37.0,0.8409090909090909,12120.0,275.45454545454544,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,7,44.0,36.0,0.8181818181818182,16966.0,385.59090909090907,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,8,44.0,35.0,0.7954545454545454,16366.0,371.95454545454544,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,9,44.0,35.0,0.7954545454545454,14817.0,336.75,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,10,44.0,34.0,0.7727272727272727,16617.0,377.65909090909093,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,11,44.0,33.0,0.75,14569.0,331.1136363636364,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-05,12,44.0,33.0,0.75,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,0,43.0,43.0,1.0,21059.0,489.74418604651163,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,1,43.0,43.0,1.0,20958.0,487.3953488372093,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,2,43.0,43.0,1.0,21157.0,492.0232558139535,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,3,43.0,42.0,0.9767441860465116,20211.0,470.0232558139535,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,4,43.0,42.0,0.9767441860465116,20361.0,473.51162790697674,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,5,43.0,39.0,0.9069767441860465,19614.0,456.13953488372096,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,6,43.0,39.0,0.9069767441860465,19813.0,460.7674418604651,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,7,43.0,37.0,0.8604651162790697,18016.0,418.9767441860465,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,8,43.0,36.0,0.8372093023255814,18319.0,426.0232558139535,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,9,43.0,34.0,0.7906976744186046,18867.0,438.7674418604651,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,10,43.0,32.0,0.7441860465116279,18221.0,423.74418604651163,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-06,11,43.0,32.0,0.7441860465116279,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,0,40.0,40.0,1.0,14465.0,361.625,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,1,40.0,40.0,1.0,15414.0,385.35,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,2,40.0,39.0,0.975,15463.0,386.575,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,3,40.0,37.0,0.925,14814.0,370.35,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,4,40.0,34.0,0.85,12717.0,317.925,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,5,40.0,32.0,0.8,12518.0,312.95,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,6,40.0,32.0,0.8,12469.0,311.725,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,7,40.0,31.0,0.775,12469.0,311.725,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,8,40.0,29.0,0.725,12420.0,310.5,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,9,40.0,28.0,0.7,9974.0,249.35,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-07,10,40.0,28.0,0.7,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-08,0,47.0,47.0,1.0,13106.0,278.8510638297872,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-08,1,47.0,47.0,1.0,13406.0,285.2340425531915,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-08,2,47.0,44.0,0.9361702127659575,13057.0,277.8085106382979,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-08,3,47.0,42.0,0.8936170212765957,13057.0,277.8085106382979,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-08,4,47.0,38.0,0.8085106382978723,9561.0,203.4255319148936,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-08,5,47.0,38.0,0.8085106382978723,8364.0,177.95744680851064,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-08,6,47.0,36.0,0.7659574468085106,8364.0,177.95744680851064,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-08,7,47.0,28.0,0.5957446808510638,7369.0,156.7872340425532,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-08,8,47.0,27.0,0.574468085106383,6922.0,147.27659574468086,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-08,9,47.0,27.0,0.574468085106383,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-09,0,38.0,38.0,1.0,11214.0,295.10526315789474,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-09,1,38.0,38.0,1.0,10917.0,287.2894736842105,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-09,2,38.0,36.0,0.9473684210526315,9913.0,260.86842105263156,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-09,3,38.0,35.0,0.9210526315789473,7715.0,203.02631578947367,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-09,4,38.0,33.0,0.868421052631579,6769.0,178.1315789473684,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-09,5,38.0,33.0,0.868421052631579,6472.0,170.31578947368422,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-09,6,38.0,32.0,0.8421052631578947,6420.0,168.94736842105263,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-09,7,38.0,30.0,0.7894736842105263,5572.0,146.6315789473684,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-09,8,38.0,30.0,0.7894736842105263,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-10,0,44.0,44.0,1.0,22210.0,504.77272727272725,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-10,1,44.0,44.0,1.0,21264.0,483.27272727272725,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-10,2,44.0,40.0,0.9090909090909091,21861.0,496.84090909090907,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-10,3,44.0,38.0,0.8636363636363636,20566.0,467.40909090909093,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-10,4,44.0,38.0,0.8636363636363636,20814.0,473.04545454545456,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-10,5,44.0,30.0,0.6818181818181818,16568.0,376.54545454545456,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-10,6,44.0,27.0,0.6136363636363636,11976.0,272.1818181818182,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-10,7,44.0,27.0,0.6136363636363636,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-11,0,49.0,49.0,1.0,19553.0,399.0408163265306,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-11,1,49.0,48.0,0.9795918367346939,17857.0,364.42857142857144,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-11,2,49.0,45.0,0.9183673469387755,16308.0,332.81632653061223,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-11,3,49.0,44.0,0.8979591836734694,17459.0,356.3061224489796,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-11,4,49.0,41.0,0.8367346938775511,17061.0,348.18367346938777,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-11,5,49.0,41.0,0.8367346938775511,17860.0,364.48979591836735,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-11,6,49.0,41.0,0.8367346938775511,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-12,0,48.0,48.0,1.0,14104.0,293.8333333333333,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-12,1,48.0,45.0,0.9375,11107.0,231.39583333333334,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-12,2,48.0,43.0,0.8958333333333334,11961.0,249.1875,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-12,3,48.0,40.0,0.8333333333333334,12512.0,260.6666666666667,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-12,4,48.0,35.0,0.7291666666666666,10565.0,220.10416666666666,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-12,5,48.0,35.0,0.7291666666666666,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-01,0,38.0,38.0,1.0,7963.0,209.55263157894737,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-01,1,38.0,38.0,1.0,8064.0,212.21052631578948,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-01,2,38.0,32.0,0.8421052631578947,8116.0,213.57894736842104,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-01,3,38.0,26.0,0.6842105263157895,7920.0,208.42105263157896,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-01,4,38.0,26.0,0.6842105263157895,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-02,0,28.0,28.0,1.0,12224.0,436.57142857142856,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-02,1,28.0,25.0,0.8928571428571429,12723.0,454.39285714285717,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-02,2,28.0,21.0,0.75,11128.0,397.42857142857144,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-02,3,28.0,21.0,0.75,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-03,0,48.0,48.0,1.0,18105.0,377.1875,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-03,1,48.0,29.0,0.6041666666666666,17912.0,373.1666666666667,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-03,2,48.0,29.0,0.6041666666666666,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-04,0,43.0,27.0,0.627906976744186,13210.0,307.2093023255814,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2026-04,1,43.0,27.0,0.627906976744186,0.0,0.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
