intervention_id,recommendation_title,category,target_segment,affected_customers,estimated_revenue_impact,expected_action,suggested_owner,confidence_level,effort_level,priority_score,priority_band
IV-A1474E8B,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-C3D7A27C,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-F0B02C09,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-47844B4E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-69B399BD,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-F33FCFEB,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-74883061,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-5B9DB9B8,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-E9F15737,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-CF5B9AE2,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-22B5E665,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-B4E26AD2,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-032EB8EB,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-A3DD22F1,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-553C6566,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-B7F3B5EE,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-0E3876CA,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-B607E5A5,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-1335D9D3,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Enterprise,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-B6588D43,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-26B20A40,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-CEADE509,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-0B1A49B1,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-1D486C08,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-8D28DBC4,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-F1DB7AE3,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-CE9EC5C0,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-3B7C71C0,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-07F18000,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-3918820C,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-19F0CA8E,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-D5D7542A,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-ED6FC270,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-71F710F1,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Enterprise,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-93095D37,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-F7550A1A,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-C3983E76,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-B3125138,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-4FE3DB63,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-587AFB8B,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-8FA868AF,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-CB1CF4CD,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-3618A85C,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-549E7B6C,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-183C046B,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Enterprise,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-7D167D7D,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-C4E66862,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-43EC5C39,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-717523C3,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-8CB31B25,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-0E0A1321,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-4CFF2023,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-E5A1D33F,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-D6BECF84,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-471A33AE,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-55CFBCA3,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-7E63D351,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,499.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,324.35,Medium
IV-685115F3,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,245.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,208.25,Medium
IV-5C569128,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-9024F78B,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-932B86A0,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-0037C1F3,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-BAA519AF,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-8DF5E904,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-CB85F641,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-B6108871,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-027A243A,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-066D0613,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-A19FBE96,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-C12A5A64,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-08D4CE8D,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-56F19157,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-EEF51ED7,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-8ECE551F,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-91C4A29B,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-2DB6F8F2,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-4480D049,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-41DAC937,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-72D1DD22,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-7084C291,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-7EBA2854,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-E23840EC,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-F3DF76C4,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-C9FEBBA6,Automated Payment Recovery — Failed Transaction,billing_recovery,Enterprise,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-F811E2F3,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-8A3E68E7,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-F300A0D3,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-5A6DF5BD,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-7082AE4B,Automated Payment Recovery — Failed Transaction,billing_recovery,Enterprise,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-2A6F4D4B,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-154E8C86,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-12290BF8,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-303E82F8,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-93EECE1A,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-EFA53ED1,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-E8C1616D,Automated Payment Recovery — Failed Transaction,billing_recovery,Enterprise,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-EC5B98CA,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-5418F641,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-0D804738,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-29E0BF52,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-35ED5A57,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-C37C5828,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-8A257E8A,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-2F01E6C9,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-21706D93,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-8D7CB6C3,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-3EC98265,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-D0D11874,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-5C029D0F,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-4E3829A0,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-D24DB75A,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-327E3CCF,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-ABF3092C,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-8793ADEE,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-B366AC15,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-405BA15C,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-156299E7,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-144F5D13,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-41FC0DBC,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-D4A64233,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-4D7D3572,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-EAEAD3D7,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-926EAAF7,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-FFFDEFB0,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
