customer_id,segment,is_active,signup_date,country,acquisition_channel,plan,subscription_status,current_mrr,total_revenue,latest_usage_frequency,usage_trend,latest_nps,support_ticket_count,failed_payment_count,churn_risk_score,churn_risk_band,revenue_at_risk,main_driver,recommended_action,health_status,revenue_segment,usage_segment,risk_segment,nps_segment,run_id,generated_at
CUST-6DC75493,Enterprise,True,2024-09-02 12:47:19,Germany,Paid Social,Basic,Active,49.0,931.0,227.1,Stable,,4.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-60B126F1,Mid-Market,True,2024-12-05 23:52:25,Australia,Referral,Basic,Active,49.0,784.0,244.1764705882353,Increasing,10.0,0.0,1.0,0.4,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9D9744B8,Startup,True,2026-03-07 08:06:16,Canada,Direct,Basic,Active,49.0,98.0,434.5,Increasing,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Low Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E6C8F21D,Enterprise,False,2026-04-23 11:15:29,Germany,Outbound Sales,Premium,Canceled,0.0,0.0,5.0,Increasing,,0.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,No Revenue,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E0C220C1,Mid-Market,True,2025-06-29 04:11:28,Germany,Paid Social,Pro,Active,199.0,1990.0,219.72727272727272,Stable,,3.0,1.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-33BED97C,Enterprise,True,2025-03-23 08:06:30,Germany,Outbound Sales,Basic,Past Due,49.0,637.0,341.42857142857144,Declining,,2.0,1.0,0.4,High,0.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BC981CE6,Mid-Market,False,2025-01-09 05:09:32,USA,Organic Search,Pro,Canceled,0.0,597.0,227.5625,Increasing,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7BA5A4F6,Startup,False,2025-07-22 02:09:27,Australia,Direct,Pro,Canceled,0.0,796.0,41.2,Increasing,,2.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A7A866A4,SMB,True,2025-07-06 08:50:21,USA,Referral,Enterprise,Active,1999.0,19990.0,330.4,Declining,,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D94CCB52,SMB,False,2024-12-02 04:04:23,Canada,Direct,Enterprise,Canceled,0.0,21989.0,88.0,Declining,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D9553E44,SMB,False,2024-05-17 15:31:25,Germany,Outbound Sales,Pro,Canceled,0.0,3383.0,23.833333333333332,Increasing,8.0,5.0,2.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-557E362B,Startup,True,2024-08-19 14:15:01,Canada,Paid Social,Premium,Active,499.0,10479.0,277.9047619047619,Stable,7.0,3.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-366BD711,Enterprise,False,2026-03-31 17:57:26,UK,Organic Search,Premium,Canceled,0.0,499.0,2.0,Increasing,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A13C20EA,Startup,True,2025-03-02 06:04:26,Australia,Referral,Pro,Active,199.0,2587.0,261.7857142857143,Stable,,3.0,1.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1ABD7017,Startup,True,2025-04-18 01:57:22,USA,Organic Search,Premium,Active,499.0,4990.0,419.2307692307692,Stable,,4.0,2.0,0.6000000000000001,High,499.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2D0673BB,Mid-Market,True,2025-04-06 23:43:27,UK,Referral,Basic,Active,49.0,637.0,370.3076923076923,Stable,,4.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-52E052F1,Startup,True,2025-11-23 09:31:16,Australia,Referral,Premium,Active,499.0,2495.0,229.83333333333334,Increasing,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FB2E578B,Startup,True,2024-06-17 10:02:20,Germany,Outbound Sales,Enterprise,Active,1999.0,41979.0,201.0,Increasing,,4.0,2.0,0.6000000000000001,High,1999.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EF7FF9AD,SMB,True,2024-06-30 09:25:46,USA,Direct,Basic,Active,49.0,1127.0,296.04347826086956,Increasing,9.0,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CC72ABE6,Startup,True,2024-11-18 08:50:37,Germany,Outbound Sales,Premium,Active,499.0,8483.0,383.1111111111111,Declining,,0.0,1.0,0.4,High,499.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9A462EB6,SMB,True,2025-04-21 06:15:14,Australia,Organic Search,Enterprise,Active,1999.0,23988.0,68.61538461538461,Declining,7.0,5.0,1.0,0.6000000000000001,High,1999.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-68DFBD84,Startup,True,2025-09-02 22:05:35,USA,Direct,Basic,Past Due,49.0,392.0,291.875,Stable,,1.0,0.0,0.0,Low,0.0,None,Past-Due Account Escalation,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BCFC9FDB,Startup,True,2025-04-24 05:11:11,Canada,Organic Search,Pro,Active,199.0,2388.0,428.61538461538464,Increasing,,5.0,1.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-983CC5FC,SMB,True,2025-03-19 01:15:52,Canada,Referral,Enterprise,Active,1999.0,25987.0,336.0,Stable,,4.0,1.0,0.6000000000000001,High,1999.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5B25D29C,Startup,True,2026-03-16 14:43:10,USA,Referral,Enterprise,Active,1999.0,3998.0,451.0,Stable,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-743625A5,SMB,True,2024-08-26 13:03:06,UK,Outbound Sales,Basic,Past Due,49.0,980.0,323.14285714285717,Stable,,4.0,1.0,0.6000000000000001,High,0.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A5881705,Startup,False,2025-06-22 08:40:31,USA,Referral,Basic,Canceled,0.0,245.0,233.8181818181818,Increasing,5.0,3.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A2F9D002,Startup,True,2025-05-31 20:07:35,USA,Paid Social,Pro,Active,199.0,1990.0,134.41666666666666,Stable,5.0,5.0,2.0,0.8,Critical,199.0,Low NPS,Automated Payment Recovery — Failed Transaction,Critical,Enterprise Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B0C4093A,SMB,False,2025-04-11 15:32:03,Canada,Organic Search,Basic,Canceled,0.0,196.0,327.38461538461536,Increasing,3.0,3.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F2CE1905,SMB,True,2025-12-11 13:06:25,Canada,Outbound Sales,Basic,Active,49.0,196.0,232.2,Increasing,,3.0,1.0,0.6000000000000001,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-999C524E,SMB,False,2024-11-11 21:24:49,UK,Direct,Basic,Canceled,0.0,686.0,114.66666666666667,Increasing,,5.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A76970FB,Mid-Market,False,2026-03-28 06:06:01,UK,Organic Search,Basic,Canceled,0.0,49.0,2.0,Declining,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Low Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-672D327B,Enterprise,False,2024-12-29 01:05:19,USA,Outbound Sales,Pro,Canceled,0.0,3184.0,298.4117647058824,Declining,,3.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-155EA421,SMB,True,2025-06-02 20:28:42,Germany,Outbound Sales,Pro,Active,199.0,1990.0,385.8181818181818,Declining,9.0,0.0,1.0,0.4,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-52FA0EE1,Enterprise,True,2025-05-16 02:10:49,UK,Direct,Pro,Active,199.0,2189.0,201.16666666666666,Stable,,3.0,1.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-DCD0B109,Mid-Market,True,2026-01-11 08:06:31,Australia,Referral,Premium,Active,499.0,1996.0,371.75,Stable,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2268A0CA,Startup,True,2025-03-17 09:43:43,Canada,Organic Search,Pro,Active,199.0,2388.0,380.2857142857143,Declining,,5.0,2.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9B47FF0C,Startup,False,2024-11-24 17:28:22,Australia,Organic Search,Basic,Canceled,0.0,294.0,397.6111111111111,Declining,3.0,3.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E9B81C47,Startup,False,2024-05-16 18:38:37,Germany,Paid Social,Basic,Canceled,0.0,931.0,340.0833333333333,Declining,4.0,0.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Mid Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F965BA2F,SMB,True,2025-01-21 11:38:34,UK,Referral,Basic,Active,49.0,735.0,189.25,Increasing,,3.0,1.0,0.6000000000000001,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-714F78F2,Startup,True,2025-12-25 04:38:04,Germany,Organic Search,Basic,Active,49.0,245.0,146.4,Stable,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-045CDBCF,SMB,True,2024-05-08 05:43:54,UK,Organic Search,Basic,Active,49.0,1078.0,152.58333333333334,Stable,1.0,1.0,1.0,0.6000000000000001,High,49.0,Low NPS,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1608CA19,Mid-Market,True,2026-02-14 04:44:12,USA,Referral,Basic,Active,49.0,147.0,317.6666666666667,Stable,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4877261F,Mid-Market,True,2025-06-01 06:19:50,UK,Referral,Basic,Active,49.0,539.0,249.45454545454547,Increasing,,3.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CA92DA61,Startup,True,2024-08-11 09:09:50,UK,Referral,Pro,Active,199.0,3781.0,75.23809523809524,Declining,8.0,4.0,2.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8AF99D3B,Mid-Market,False,2024-12-07 14:10:54,USA,Referral,Pro,Canceled,0.0,597.0,46.11764705882353,Declining,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5EA42CD2,SMB,True,2025-06-09 10:42:47,USA,Outbound Sales,Enterprise,Active,1999.0,21989.0,265.3636363636364,Declining,10.0,4.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FA8B072F,Startup,True,2024-12-17 10:55:36,Australia,Referral,Premium,Active,499.0,8483.0,146.7058823529412,Increasing,,4.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C8769D5C,Enterprise,True,2024-07-19 06:14:49,Canada,Direct,Pro,Active,199.0,4378.0,189.72727272727272,Stable,,3.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-58076542,Enterprise,False,2025-08-30 04:07:30,Canada,Outbound Sales,Basic,Canceled,0.0,98.0,142.0,Increasing,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Low Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2DAF1D0B,Startup,True,2025-09-03 17:38:47,Australia,Paid Social,Pro,Active,199.0,1393.0,395.0,Stable,,4.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A70897CD,SMB,True,2024-07-26 18:40:36,UK,Organic Search,Basic,Active,49.0,1029.0,382.27272727272725,Increasing,7.0,1.0,1.0,0.4,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4A9F9F0F,Mid-Market,True,2024-11-22 07:12:57,Canada,Referral,Pro,Active,199.0,3184.0,432.72222222222223,Increasing,,1.0,2.0,0.4,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-922A28DA,Startup,True,2024-10-26 00:39:33,Australia,Paid Social,Basic,Active,49.0,882.0,328.7368421052632,Stable,10.0,0.0,1.0,0.4,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-67BA9206,Startup,True,2025-08-25 09:05:04,Germany,Outbound Sales,Pro,Active,199.0,1592.0,256.55555555555554,Declining,7.0,2.0,1.0,0.4,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5130E926,SMB,True,2025-10-16 02:46:43,UK,Direct,Basic,Active,49.0,245.0,274.0,Stable,10.0,3.0,2.0,0.6000000000000001,High,49.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Mid Value,No Usage,Low Risk,Promoter,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-991D4F24,Startup,True,2025-10-13 16:56:44,UK,Outbound Sales,Pro,Active,199.0,1393.0,329.0,Increasing,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-29367E1F,SMB,False,2026-03-17 07:05:49,USA,Organic Search,Premium,Canceled,0.0,998.0,1.0,Increasing,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-088652B9,Mid-Market,True,2025-11-13 02:42:14,USA,Referral,Premium,Active,499.0,2495.0,311.5,Stable,,1.0,1.0,0.4,High,499.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-3EF420B5,SMB,True,2024-12-21 02:18:13,USA,Direct,Pro,Active,199.0,2388.0,48.76470588235294,Declining,,2.0,4.0,0.4,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-28E46B22,SMB,True,2024-07-18 15:37:16,Germany,Direct,Pro,Active,199.0,3781.0,233.6818181818182,Stable,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-56F7E3DC,Startup,False,2025-07-23 16:32:32,Germany,Paid Social,Basic,Canceled,0.0,49.0,326.2,Declining,,2.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Low Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CE8D154B,Startup,False,2026-02-28 16:31:39,Canada,Outbound Sales,Premium,Canceled,0.0,499.0,3.0,Increasing,,0.0,1.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E47A938E,Enterprise,False,2026-04-12 20:43:16,Germany,Paid Social,Pro,Canceled,0.0,199.0,0.0,No Data,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-30570032,SMB,True,2024-10-16 01:20:56,USA,Outbound Sales,Basic,Past Due,49.0,931.0,192.42105263157896,Increasing,,0.0,0.0,0.0,Low,0.0,None,Past-Due Account Escalation,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A2BBC80C,SMB,True,2024-10-20 14:41:57,UK,Direct,Basic,Active,49.0,931.0,211.6315789473684,Declining,,4.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-45A4097E,Startup,False,2024-05-28 07:28:04,UK,Organic Search,Enterprise,Canceled,0.0,9995.0,42.625,Increasing,,5.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FD5D4F6E,SMB,False,2024-08-12 02:54:46,Australia,Outbound Sales,Pro,Canceled,0.0,1990.0,98.9047619047619,Increasing,,4.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F7DB6CE3,Startup,True,2025-06-10 01:00:54,Germany,Organic Search,Pro,Active,199.0,1990.0,325.45454545454544,Increasing,8.0,5.0,1.0,0.6000000000000001,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-67834B82,SMB,True,2025-06-04 03:59:36,Australia,Paid Social,Pro,Active,199.0,2189.0,122.54545454545455,Declining,,4.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-64F16106,SMB,True,2025-01-26 18:33:30,UK,Outbound Sales,Pro,Active,199.0,2985.0,248.1875,Declining,,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FDAECE0D,Startup,False,2024-12-13 06:25:09,Australia,Outbound Sales,Pro,Canceled,0.0,1592.0,207.41176470588235,Declining,,1.0,2.0,0.0,Low,0.0,None,Automated Payment Recovery — Failed Transaction,Healthy,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A28B8898,Startup,True,2025-12-27 17:54:58,USA,Outbound Sales,Basic,Past Due,49.0,245.0,181.8,Declining,,3.0,0.0,0.2,Medium,0.0,High Support Burden,Past-Due Account Escalation,Watch,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8F3F54C5,SMB,True,2025-04-01 19:47:40,UK,Direct,Pro,Past Due,199.0,1990.0,320.7692307692308,Stable,8.0,0.0,3.0,0.4,High,0.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CCC9B682,Startup,True,2025-12-12 00:33:56,Canada,Referral,Pro,Active,199.0,995.0,55.4,Stable,7.0,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-970B0E9E,Startup,True,2026-04-04 03:28:19,USA,Paid Social,Basic,Active,49.0,49.0,298.0,Increasing,,2.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Low Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F3CF236B,SMB,True,2024-12-18 12:16:24,Australia,Referral,Premium,Active,499.0,7485.0,485.2352941176471,Stable,0.0,2.0,2.0,0.6000000000000001,High,499.0,Low NPS,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-49283ECD,SMB,True,2024-09-25 23:58:30,Australia,Direct,Basic,Active,49.0,980.0,403.95,Stable,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A99C17CE,Enterprise,False,2026-03-27 14:47:50,Canada,Organic Search,Pro,Canceled,0.0,398.0,1.5,Increasing,,1.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E002B661,Startup,True,2025-08-07 10:14:26,UK,Direct,Pro,Active,199.0,1592.0,141.88888888888889,Increasing,,3.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2267837D,SMB,True,2024-11-29 08:52:49,USA,Direct,Pro,Active,199.0,3383.0,318.3888888888889,Stable,,1.0,1.0,0.4,High,199.0,Failed Payments,Automated Payment Recovery — Failed Transaction,At Risk,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-50DA04F2,SMB,True,2025-07-28 22:59:13,Germany,Paid Social,Pro,Past Due,199.0,1990.0,386.2,Increasing,8.0,4.0,0.0,0.2,Medium,0.0,High Support Burden,Past-Due Account Escalation,Watch,Enterprise Value,No Usage,Low Risk,Passive,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B9D6D51A,Mid-Market,True,2025-05-11 23:48:03,Canada,Paid Social,Enterprise,Active,1999.0,23988.0,130.41666666666666,Stable,,3.0,0.0,0.2,Medium,0.0,High Support Burden,No action required,Watch,Enterprise Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-91702E1D,Startup,True,2026-02-21 00:55:26,Germany,Direct,Pro,Active,199.0,597.0,182.66666666666666,Stable,,0.0,0.0,0.0,Low,0.0,None,No action required,Healthy,Mid Value,No Usage,Low Risk,No NPS,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9FD76CB0,SMB,True,2024-11-03 20:30:30,Germany,Organic Search,Premium,Active,499.0,8483.0,89.5,Stable,2.0,4.0,1.0,0.8,Critical,499.0,Low NPS,Automated Payment Recovery — Failed Transaction,Critical,Enterprise Value,No Usage,Low Risk,Detractor,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
